,comment,date,image,is_fake
272,"Получила заказ. Заказала впервые. Вещи хорошие) качество супер, вещи ничем не пахнут) все идеально подошло) хочу выразить благодарность администратору",10 мая 2018 в 19:29,False,1
273,"Спасибо за быструю доставку! Качество вещей очень классное, По размеру все подошло) Спасибо, что есть такой качественный магазин)",11 мая 2018 в 11:44,True,1
274,"Отличная группа, все на высшем уровне, благодарность продавцам)",13 ноя 2016 в 19:44,False,1
275,"Здравствуйте, хотела поблагодарить сотрудников магазина за их работу, кроссовки пришли в срок(3 дня как и обещали). Очень довольна покупкой. Всем рекомендую",28 дек 2016 в 11:58,True,1
276,"Заказала кроссовки, размером и качеством довольна. всем советую ",16 янв 2017 в 8:47,True,1
277,хожу 5лет и не желею стоят 2990.полный класс.,9 фев 2017 в 8:50,True,1
278,"Хочется начать отзыв с того, что я на редкость сложный клиент!) долго ищу и докапываюсь до мелочей. После долгих разговоров с сотрудниками решила рискнуть) рада, что мне было предложено много вариантов доставок, которые бы удовлетворили меня! Доставка не днём позже оговорённого) про качество даже говорить не стоит, ведь порой купленное в магазинах было хуже, чем то что я получила))) удобно, быстро, по очень приемлемым ценам) ни секунды не жалею о выборе!!! Думаю ещё не раз с вами свяжусь ",18 мар 2017 в 20:00,True,1
279,"Пришли долгожданные ASICS Gel Lyte III MT BOOT Все как на фото, размер подошел, две пары шнурков. Тепло, уютно, ничего не жмет, сроками доставки осталась довольна. Спасибо Если смотреть относительно других магазинов, то выбор намного шире, цены адекватные, не так уж дорого (если учесть, что тут часто дают скидки). Всем рекомендую!",18 июн 2017 в 3:26,True,1
280,"И вот, добрался до отзыва. Получил ботинки уже давно))) Спасибо. Сроки доставки конечно не блещут, но, качество полученных ботинок это перекрывает)). В силу погодных условий, тестил их уже и в -36, держат ногам тепло)) Вообще ботинки оч.удобные, лёгкие и отлично смотрятся на ноге. Спасибо ребятам.",19 июн 2017 в 15:57,True,1
281,"Здравствуйте, посылку забрал сегодня ! 4 дня пролетелo быстро я даже не заметил! Качество очень понравилось, Оригинал 100%, размер всё чин-по чин... Спасибо большое!!!!! ",6 июл 2017 в 13:07,True,1
282,"Всем здравствуйте!!! От себя могу сказать, что я обожаю спортивную обувь, эти кроссовки очень удобные, мягкие, как раз для повседневной обуви они то что надо! Невысокий каблук - 4 см. Но и эти 4 см. Придают вам высоты, особенно для низких девушек. Уже чувствуешь себя увереннее! Спасибо Вам огромное, очень хороший магазин!!!!!!!!!!! За щеточку для обуви отдельное спасибо ",4 сен 2017 в 18:51,True,1
283,"Спасибо Вам огромное за помощь при выборе размера, за оперативную доставку. Костюмчики супер! Сели отлично! Качество хорошее. Обязательно буду заказывать у Вас ещё! ",24 сен 2017 в 14:05,True,1
284,"Давно мечтала о кроссовках NB и вот наконец то они стали моими))))качество супер натуральная замша, мягкие удобные и красивые))))) Марго хочу сказать огромное спасибо она просто золото с ней приятно работать и хочется приходить снова и снова за обновками))))теперь с нетерпением жду зимнюю коллекцию!!!!!! P.S выбор действительно очень огромный разбегаются глаза хочется купить все модели))))",1 дек 2017 в 12:01,True,1
285,"Доставка 5 дней,качество на высоте Продавец очень общительный и добрый) Все понравилось Буду заказывать еще Большое спасибо",18 дек 2017 в 17:05,True,1
286,"Обувью доволен!!! Всем советую этот магазин, с предоплатой не обманывают!",25 дек 2017 в 15:20,True,1
287,"Вчера еще получила вот эти кроссовочки:) Размер подошёл идеально, оригинал... С отправкой долго не затягивали и отправили , практически, моментально:) Все мои опасения по поводу предоплаты были напрасны:) Обязательно буду заказывать ещё и советовать друзьям и знакомым) Спасибо Вам большое :)",23 янв 2018 в 9:13,True,1
288,"купил себе в этой группе педали,до последнего думал что обманут но все же рискнул из за низкой цены и не зря.Пришли они мне вовремя,как и обещали.Они даже лучше чем на фотках)теперь не нужно искать интернет магазины и боятся что обманут.думаю еще заказать толстовочку",11 мар 2018 в 16:30,True,1
289,"После долгих и мучительных ожиданий, неполадок с размером,переживаний по предоплате. Я дождалась свое счастье продавец с пониманием относилась к моим истерикам и нервам, все спокойно объясняла, за что им отдельное спасибо ребята, спасибо вам огромное, вы большие молодцы теперь вы мой любимый магазин удачи вам",19 мар 2018 в 18:40,True,1
290,"Спасибо за огромную скидку) сделали оптовый заказик, съэкономили почти 40% стоимости! Ужастно рады покупками, всем своим посоветуем Вас. Можно покупать предоплатой, надежный и качественный магазинчик, быстрая доставка и отличная консультация.",7 апр 2018 в 15:41,True,1
291,"Оригинальная обувь.качество на высоте.брал по полной предоплате,все чётко. Адекватный продавец ,отзывчивый ,поможет подобрать размер,прост в общении. Спасибо Евгения, буду заказывать еще!",вчера в 14:14,True,1
292,"Очень крутой телефон отлично запакован ,быстрая доставка характеристики соответствующие ",9 апр 2018 в 22:55,False,1
293,,9 апр 2018 в 23:18,False,1
294,"Не плохая копия,доставка длилась 2 дня. Телефон соответствует описанию. Всё на высшем уровне!",10 апр 2018 в 15:35,True,1
295,Все у найкращому вигляді! Телефон дуже крутий) швидка доставка та дуже привітливий консультант Рекомендую!!,18 апр 2018 в 11:07,True,1
296,"Смартфон хороший,даже слишком) у вас самые доступные цены я очень довольная своей покупочкой) А за два бампера и защитную плёнку,отдельное большое спасибо ",19 апр 2018 в 10:11,True,1
297,"Забрала сегодня после работы. Как и обещали выслали в день заказа, в полной комплектации)) Сейчас работают отлично, посмотрим как будет дальше ",24 апр 2018 в 14:54,True,1
298,"Присоединяюсь к мнению получивших, работает отлично. Лагов нету на устройстве, всё как договаривались)) В следующем месяце ещё закажу. Удачи в продажах",24 апр 2018 в 15:44,True,1
299,"Телефончик получила,всё хорошо. Муж доволен) Спасибо ",26 апр 2018 в 12:04,True,1
300,"Большое спасибо за телефон)) В Россию пришёл за 12 дней. Качество отличное, аппарат на высоте) продавцу спасибо ",10 мая 2018 в 15:51,True,1
301,"Вчера получила свой заказ. Всё окуратно упаковано, работает как нужно да и комплектация как обещали. Но ждала долго, так что вам есть ещё над чем работать, а так очень довольна ",10 мая 2018 в 17:56,True,1
302,"Аппарат полностью соответствует описанию! Хорошо держит зарядку! Мощный! Умный! и ... Красивый! Продавец на высоте : быстрая доставка, внимательные и профессиональные сотрудники! Спасибо большое!",10 мая 2018 в 18:52,True,1
303,,6 июн 2015 в 17:34,False,1
304,"Заказывала платье. Пришло довольно быстро. Качество просто супер,село точно по фигуре. Смотрится даже лучше чем на фото! Спасибо,большое!! Девочки,заказывайте и не пожалеете!!!!",8 мая 2018 в 18:05,True,1
305,"Благодарю за проведённую работу со мной!! Сегодня получила босоножки, сели идеально, позже вышлю фото, правда пришлось подождать из-за праздников), но все заняло не много времени и спасибо организаторам, все честно ",8 мая 2018 в 18:09,False,1
306,"Отличные модели! Хорошее качество! Нормальные цены. Очень радует доставка и возможность нормального ассортимента. Спасибо магазину за спортивный костюм, качество вышка, советую ",8 мая 2018 в 18:16,True,1
307,"потрясающие туфли, дошли за 2 недели . на стопу 24.5 заказала 39. ну туфли маломерят. в общем, в магазине вы за такую цену не купите, качество класс) довольна",8 мая 2018 в 18:20,True,1
308,"Девочки туфли супер! Прямо супер пупер за свои деньги! Очень удобные потому что не грубый материал, удобная колодка! Ходить можно легко! Лаковые ещё +1000000 к карме магазина) всем рекомендую, буду заказывать ещё",8 мая 2018 в 18:47,True,1
309,"Хочу выразить огромную благодарность вашему магазину, заказывали с подругой у вас футболки, пришли хорошего качества и достаточно быстро, спасибо)",8 мая 2018 в 20:37,False,1
310,"Первый раз заказывала в данном магазине. Покупки в интернетах для меня как тёмный лес. Если честно, боялась всего этого как огня! Но! Мой менеджер мне помогла и подсказала со всем, Очень хорошая и благоразумная девушка. Пришел товар в добротной упаковке, 2 пакета и коробка, в коробке кроссовки в полиэтилене. Качество превосходное. Думаю, это не последняя моя покупка у вас. Всем советую! До новых встреч.",8 мая 2018 в 22:57,False,1
311,"Сегодня доставили мне мои шлёпки и джинсы. К качеству джинс вопросов нет, ровные строчки, насыщенный цвет, а вот от шлёпок запах был, но выветрился быстро, в целом довольна своими покупками)",10 мая 2018 в 17:58,False,1
312,"Спасибо Вам большое,за доставку..Сейчас очень тяжело верить,что вещи действительно идентичны тому,что на фото,и я не пожалела! в новом , и костюмчике Теперь я Ваш клиент ",10 мая 2018 в 18:02,True,1
313,"Спасибо за костюм,подошел отлично! Материал хороший. Обязательно закажу что-нибудь еще в вашем магазине!",10 мая 2018 в 18:05,True,1
314,"Получила заказ. Заказала впервые. Вещи хорошие) качество супер, вещи ничем не пахнут) все идеально подошло) хочу выразить благодарность администратору",10 мая 2018 в 19:30,False,1
315,Спасибо вам за платье!!!! Очень красивое и все по размеру! Осталась очень довольна вашим товаром!!,11 мая 2018 в 11:44,False,1
316,"Получила сегодня свой заказ)))!!! Очень быстрая доставка, качество супер (сама неожидала))). Точь-в-точь как на фото. Размер помогли подобрать- все подошло идеально!! и объем и длина платья, рукава!! Спасибо Девочки, заказывала первый раз- буду еще заказывать))))!!",11 мая 2018 в 12:07,True,1
317,"Кастюмчик,просто класс,очень приятная ткань, качество отличное,я довольна,спасибо.",11 мая 2018 в 12:10,True,1
318,"Cегодня получила свои штанишки, боялась , что ткань будет просвечивать, но всё супер) менеджер вежливая, доставка быстрая, качество отличное",14 мая 2018 в 10:31,False,1
319,"Спасибо вам за быструю доставку, с размером сарафанчика угадали отлично, качество бомбезное, нитки нигде не торчат в Казани такие сарафаны намного дороже, фото прикреплю позже ",14 мая 2018 в 10:40,False,1
320,"Урааа! Сегодня доставили мои кроссовки! Я безумно довольна покупкой, качество замечательное, запах отсутствует",14 мая 2018 в 12:26,True,1
321,"Майка просто супер!!!Я рельно заказом впервые так довольна, буду советовать вас подругам)",14 мая 2018 в 12:48,True,1
322,"Как и обещала, выкладываю отзыв. Были сомнения по поводу заказа, ведь вечернее платье-сложный выбор, но администратор легко помогла подобрать мне размер! Безгранично благодарна вашему магазину! Спасибо!СПАСИБО!СПАСИБО!",14 мая 2018 в 13:09,True,1
323,"Всё супер, спасибо вам большое, качество и размер-всё идеально!",15 мая 2018 в 14:27,True,1
324,"Получили платье, мама довольна безумно, и размер подошёл, и качество супер, очень благодарны ",15 мая 2018 в 14:43,False,1
325,"Доставили сегодня мой сарафан и комплект, очень быстро и складно работают, всё отличного качества) однозначно рекомендую ваш магазин)",15 мая 2018 в 18:09,False,1
326,"Получила купальники, очень красивые и подошли спасибо Вам большое, вы очень хороший продавец ",15 мая 2018 в 18:11,True,1
327,"Купила туфли- супер! И цена очень низкая) Всем довольна, спасибо)",15 мая 2018 в 18:40,True,1
328,"Платье просто шикарное, продавец умничка, отвечал на все вопросы, помог с цветом, этого цвета не было в наличии, Надо было ждать, когда сошьют на фабрике. Но учитывая даже это, платье пришло довольно быстро.Продавца рекомендую. Большое спасибо ему за это!",15 мая 2018 в 18:45,True,1
329,"Получила позавчера посылочку, шла достаточно долго, 12 дней, всё из-за нашей супер почты(( запахи посторонние отсутствуют, качество удовлетворительное, сумочки прекрасные) Тем более за такую цену)",16 мая 2018 в 15:41,True,1
330,"Я в восторге от платья, очень красивое!!! Все просто идеально подошло!!! Около часа крутилась перед зеркалом))) Спасибо Вам за вашу работу, приятно быть Вашим клиентом!!! И обязательно скину фото, но чуть позже ",16 мая 2018 в 16:03,False,1
331,"Первый раз решилась на покупку)))) и теперь сама нарадоваться не могу)))) во-первых замечательное обслуживание! менеджер И с размером помогла определиться и настолько приятное общение))))) во-вторых, сам товар очень очень прекрасный!!!!туфельки принцессы) Одним словом я осталась очень довольной!!!!! спасибо Вам большое! Ну и до скорого заказа....я не прощаюсь",16 мая 2018 в 16:12,True,1
332,"Заказывала рюкзак, качество очень хорошее. Продавец - приятная девушка, так же быстро приняла заказ. Товар пришел быстро. По-этому, очень рекомендую данного продавца. ",17 мая 2018 в 15:40,False,1
333,Сегодня получила спортивный костюм! Всем довольна) Спасибо),17 мая 2018 в 15:48,True,1
334,"Модельки туфель у вас конечно все бомбезные, принес сегодня курьер, долго думала , но менеджер любезно помогла мне!) Премию ей! и огромное спасибо",17 мая 2018 в 15:51,True,1
335,"Мне посоветовала ваш магазин свекровь, если честно скептически отношусь к заказам в интернете. А тут зашла на страницу иглаза разбежались, заказывала 3 вещи. купальник, сарафан, шорты, качество прекрасно да и цены радуют. не купишь такие вещи по таким ценам в реальной жизни, спасибо вам. теперь всё испробовала на себе и буду заказывать)",18 мая 2018 в 13:23,False,1
336,"Заказала платье ,качество идеальное !Спасибо большое мне очень понравился этот магазин !!!Доставка быстрая, консультант очень общительный .Спасибо большое !!!!!!!!!",18 мая 2018 в 13:49,False,1
337,"Заказы пришли с разрывом в пару дней, дополнительно за доставку не платила) Качество очень хорошее, по фото в принципе видно, благодарю магазинг)",21 мая 2018 в 10:11,True,1
338,"Отличный магазин! Отличная одежда и по минимальным ценам! Заказывала джинсы, пришло всё в срок и очень обрадовало меня. Консультант очень общительный! Спасибо!",21 мая 2018 в 10:19,True,1
339,"Здравствуйте..Все просто супер,и костюм и платье.Спасибо Вам огромное за такие акции.Процветания и благодарных клиентов. ",21 мая 2018 в 12:07,False,1
340,"Получила посылку, обувь... Все подошло и понравилось))) Уверена, что это не последняя моя покупка)",21 мая 2018 в 13:28,False,1
341,,24 мар 2018 в 21:28,False,1
342,"Забрала сегодня после работы. Как и обещали выслали в день заказа, в полной комплектации)) Сейчас работают отлично, посмотрим как будет дальше ",25 мар 2018 в 20:18,True,1
343,"Присоединяюсь к мнению получивших, работают отлично ребята. Лагов нету на устройстве, всё как договаривались)) В следующем месяце ещё закажу. Удачи в продажах",26 мар 2018 в 14:07,True,1
344,"Большое спасибо за телефон)) В Россию пришел за 10 дней. Качество отличное, с хорошей скидкой, аппарат на высоте) продавцу спасибо) рекомендую!",28 мар 2018 в 17:55,True,1
345,"Вот и я дождался свою шестёрочку, как и писали всё идеально без лишних затруднений. Спасибо огромное Андрею))",29 мар 2018 в 22:15,True,1
346,Заказа ещё неделю назад и после ожидания сегодня пришел на почту мой телефончик. Всё отлично не лагает с гарантией и полным комплектом но вот доставка с момента заказа заставила по переживать. Так что вот так,2 апр 2018 в 19:39,True,1
347,"Вот моя и вторая покупка, на этот раз уже ноутбук. нечего добавить всё на высоте, вот только со сроками доставки действительно не очень.",5 апр 2018 в 19:51,True,1
348,Вчера получил телефон от данной фирмы. Добавить нечего всё как и договаривались так и получил. Да доставка заняла практически неделю но об этом предупредили,12 апр 2018 в 11:44,True,1
349,"Спасибо Андрею, помог советом и без проблем заказала у данной группы планшет которым более чем довольная, удачи ребята.",12 апр 2018 в 11:49,True,1
350,"Вчера получил свой заказ. Всё окуратно упаковано, работает как нужно да и комплектация как обещали. Но ждал долго так что вам есть ещё над чем работать, а так доволен.",12 апр 2018 в 14:36,True,1
351,Как же боялась что если копия то будет лагать и тд. но пользуюсь уже три дня и не намёка на глюки или ещё что то в этом роде. Посмотрим как будет дальше но пока что довольная.,12 апр 2018 в 14:49,True,1
352,"Телевизор пришел хорошо упакован что радует и без лишних проблем)) Уже всё настроил, подключил и пошел смотреть так что советую. ",12 апр 2018 в 15:08,True,1
353,"Добрались мои ленивые рученьки до отзыва) Извините что так долго с момента получения, сами понимаете осваивала ноутбук)) всем довольная, ноут даже лучше чем ожидала.Буду ещё заказывать у вас",13 апр 2018 в 23:22,True,1
354,"Вот получил свой телефон, всё отлично добавить нечего.",16 апр 2018 в 15:17,True,1
355,Спасибо Андрею за новенький айфон 7. Всем советую данную группу ребята работают как нужно. Качество мупер,17 апр 2018 в 14:36,True,1
356,Второй заказ пришел как нужно и на этот раз в сроки. Спасибо Андрею за консультацию.,19 апр 2018 в 13:54,True,1
357,Огромное спасибо группе!!! Пришёл мой долгожданный телефон Samsung S9+ Андрей и Вам больше спасибо!!! ,20 апр 2018 в 21:28,True,1
358,"Качество соответствует описанию, сроки доставки порадовали, телефон пришел за два дня! Продавца рекомендую* ",20 апр 2018 в 23:42,True,1
359,"Получил телефон,был доставлен курьером прям домой,все работает, отличный телефон, в подарок наклеили защитное стекло и положили чехол)Спасибо большое!)",21 апр 2018 в 11:28,True,1
360,Огромное спасибо! Все пришло) ещё раз спасибо! Эта группа одна из лучших ,21 апр 2018 в 14:05,True,1
361,"Спасибо за телефон, классный, и продавец хороший)! Всё быстро и качественно!!!",21 апр 2018 в 17:51,False,1
362,"Сегодня получил свою посылку. Все в норме, приятно, что с подарками. Доставка шла 7 дней. Доставили под квартиру. Советую всем для заказа!!!!",22 апр 2018 в 13:24,False,1
363,"заказывала у Андрея, очень довольна товаром. Телефон упакован хорошо, без царапин в идеальном состояние. Очень довольна, все как я хотела, Андрей всегда отвечал на мои вопросы, отвечал вежливо, все понравилось Спасибо вам!! обязательно по советую друзьям и знакомым ",22 апр 2018 в 15:48,False,1
364,Заказали телефончик Galaxy 7 все супер.Спасибо большое.За качественно проделанную работу.И особенно спасибо консультанту Андрея...удачи Вам в своем деле. ,22 апр 2018 в 18:13,True,1
365,"Заказ шел до спб 12 дней. заказом довольна, буду заказывать ещё ",22 апр 2018 в 21:38,True,1
366,"Заказываю уже второй раз из данной группы, на этот раз явно быстрее отправили)) Вы лучшие буду вас рекомендовать)",23 апр 2018 в 18:46,True,1
367,"Вот получил вчера отличны утюг от данной группы. Доставка заняла 4 дня о чем был предупреждён. Есть конечно мелки задержки и долгие ответы но в принцепе группа супер, буду заказывать ещё. Спасибо большое жена не нарадуется)",26 апр 2018 в 11:39,True,1
368,Сегодня получил вот ещё телефончик. Хорош в защитном стекле с чехлом всё как обещали. Скоро ждите ещё от меня заказ),26 апр 2018 в 16:32,True,1
369,Давно хотел такую машинку но не позволяли деньги пока друг не подсказал где дешевле)) Короче спасибо Андрею за консультацию и группе за такую машинку.,26 апр 2018 в 21:19,True,1
370,"Благодарю за отличный телевизор, сделать нормальное фото нету возможности по этому вот так))) Получила через 4 дня после заказа, упаковали как нужно всё дошло целым. Думаю заказать ещё маме.",26 апр 2018 в 21:36,False,1
371,"Копия один в один как оригинал, я в шоке Буду всем советовать, спасибо вам ",26 апр 2018 в 21:55,False,1
372,"Ноутбук просто шикарен!!Доехал быстро, упакован отлично так что у меня нету слов. Удачи в развитии группы!!!!!)",27 апр 2018 в 11:45,True,1
373,"Получила вчера три айфончика, всю ночь проверяла смотрела и не какого ""подвога"" не нашла. Странно конечно за такую цену но буду ещё делать заказы. Спасибо вам)",28 апр 2018 в 9:54,True,1
374,"Дождалась и я своей посылочки, шла три дня как и договаривались с Андреем за что ему большое спасибо проконсультировал отлично сам телефон не могу сфотографировать так как старый уже не какой но уверяю он супер))",28 апр 2018 в 14:41,True,1
375,"Как раз успел перед праздниками) Ну что вопросов нету, всё как и обещали, в сроки и без проблем. Ребята знают своё дело!",28 апр 2018 в 20:20,True,1
376,Нету что добавить до придыдущих заказов) Ребята на высоте,30 апр 2018 в 18:05,True,1
377,"Заказалf у Андрея 6s на 16gb ,заказ сделалf 15.04.2018 и получилf 20.04.2018 ,телефон соответствует описанию, спасибо ребятам.",30 апр 2018 в 21:15,True,1
378,"Посылку получила, заказывал айфон 6s -64. Все работает, айфон оригинальный. спасибо! Буду заказывать еще. ",1 мая 2018 в 16:22,True,1
379,Заказали телефончик Galaxy 7 все супер.Спасибо большое .За качественно проделанную работу.И особенно спасибо консультанту Андрею...удачи Вам в своем деле.,2 мая 2018 в 1:44,True,1
380,"Спасибо большое за хороший телефон. кстати на счет продавца то, что он приятный и оперативный - это совершено верно...советут.. Желаю Вам побольше продаж.",2 мая 2018 в 13:03,False,1
381,"Андрей, И Вам спасибо)",2 мая 2018 в 13:05,False,1
382,"Андрей посылку получила, доехало всё прекрасно. Всё как и обещали, с подключениям разобрались, спасибо большое за помощь!))",2 мая 2018 в 14:15,True,1
383,Пришел мой iPhone 6s я в восторге спасибо большое компании я очень рада что нашла именно вас вы самая моя любимая компания дай бог вам дальше рости и процветать в подарок было положено защитное стекло и силиконовый чехол очень рада спасибо вам за вашу работу,2 мая 2018 в 17:09,True,1
384,"Заказывал уже второй раз телефончик, опять такой же iphone 6 space gray на 16gb, и как всегда все отлично",2 мая 2018 в 19:49,True,1
385,"Пришел мой повер банк, спасибо за все что вы делаете для людей очень хочу чтобы вы и дальше работали и процветали и так же радовали людей спасибо что вы есть",2 мая 2018 в 22:31,True,1
386,"Спасибо!очень довольна, все качественно и оперативно))))",2 мая 2018 в 22:46,False,1
387,"Идеальный продукт! Очень быстрая доставка, очень вежливое обслуживание.. это первая покупка у этого продавца, и надеюсь что не будет последняя)Всем советую ",3 мая 2018 в 9:57,True,1
388,"Ребятки спасибо за очередную посылочку, ноутбук отлично работает мне всё нравится) Так что это мой второй и не последний заказ ",3 мая 2018 в 14:21,True,1
389,"Ну дуже сильно мені сподобався сервіс роботи) вдячний безмежно ) телефон прийшов вчасно, ) телефон високої якості, продавець відповідальний та серйозний чоловік, всім рекомендую, не пожалієте. Вдячний за телефон все працює належним чином, дуже сильно вдячний)",3 мая 2018 в 23:13,False,1
390,"Телефончик отличный доставили быстро, упакован был хорошо, жаль что не положили в подарок чехол, ну что ж поделаешь, это не влияет на качество телефона, продавцу спасибо! Через время закажу IPhone 8s .. ",4 мая 2018 в 13:12,True,1
391,"Андрей телефон получил вчера, спасибо большое но делайте что то со сроками отправки! Во всё остальном супер, думаю буду брать ещё",4 мая 2018 в 14:26,True,1
392,Получили телефон.работа быстрая и надежная.на все вопросы вычерпывающие ответы и хороший товар))спасибо,5 мая 2018 в 10:42,False,1
393,"Извините что так поздно написала! Телефон получила, всё хорошо. Ждите новые заказы",5 мая 2018 в 14:11,False,1
394,Не стала долго ждать и заказала сразу следующий только на этот раз копию. Боялась до последнего что будет тупить но пока что не заметила! Андрей как всегда помог за что благодарность,6 мая 2018 в 11:42,True,1
395,"чуть не забыла на радостях оставить отзыв)))))) телефончик получила, до Херсона дошел за два дня но с момента заказа прошла неделя, это мелочь главное что получила и телефон как и обещали оригинал без лагов. Радует что чехол и защитное стекло в подарок.Спасибо большое ",6 мая 2018 в 12:24,True,1
396,"Отлично. Доставка по России службой DPD за 11 дней. Смарт немного отличается от redmi note 4, классная машинка, советую к покупке.",9 мая 2018 в 9:23,True,1
397,"Товар соответствует описанию. В комплекте телефон, зарядка и бампер силикон. Доставка не радует. Телефон супер. Камера радует, первые две фотографии и последняя сделаны на старый телефон. Отличная передача цвета у камеры. В общем советую.",9 мая 2018 в 9:47,True,1
398,"Доставили быстро, но упаковка не очень хорошая, так как в ней нет демфирующего слоя. Продавец не отвечает ни на один вопрос. Остальное на высшем уровне.",9 мая 2018 в 9:54,True,1
399,"Получила копию!Дешевле,чем в сетевых магазинах! Советую к приобретению!",9 мая 2018 в 18:30,True,1
400,"супер быстрая доставка!!! все клево,все работает!!",9 мая 2018 в 19:18,True,1
401,"Два дня играюсь в телефон. Всё хорошо! Брала как дополнительный, для фото, вместо автомобильного видеорегистратора, для игрушек, интернета и т.д. Поэтому как связь, я не знаю. А всё, для чего покупался, отлично!",9 мая 2018 в 20:12,True,1
402,"Аппарат полностью соответствует описанию! Хорошо держит зарядку! Мощный! Умный! и ... Красивый! Продавец на высоте : быстрая доставка, внимательные и профессиональные сотрудники! Спасибо большое!",9 мая 2018 в 20:59,True,1
403,"Получила уже второй телевизор с данной группы, всё радует! Вы лучшие)",11 мая 2018 в 18:55,True,1
404,"Тестим ,пока все прикольно, дочь довольна, родители спокойны. Респект продавцу.",11 мая 2018 в 20:06,True,1
405,"всё работает и заряжается , как долго , покажет время",12 мая 2018 в 14:06,True,1
406,"Посылка дошла за неделю,глобальная версия,отлично упакован,продавец положил пленку в подарок.Продавца рекомендую!Буду заказывать у них постоянно.Спасибо!",12 мая 2018 в 14:34,True,1
407,"Доставка быстрая, продавец хорошо идет на контакт, очень вежливый и ответственный, упаковано очень хорошо в воздух-соты и пупрчатая пленка, работает пока хорошо,все функции, оригинал полный, все заклеено как на заводе при распаковке.",13 мая 2018 в 16:44,True,1
408,"Получил очередной телефончик от данной группы, ребята не перестают удивлять!",14 мая 2018 в 11:41,True,1
409,"Вот и получила очередную посылочку, а именно Samsung Galaxy Note 5 note5 N920. Качественно был упакован, отдельное спасибо за чехол! Всем советую",14 мая 2018 в 15:13,True,1
410,"Телефончик отличный доставили быстро, упакован был хорошо, жаль что не положили в подарок чехол, ну что ж поделаешь, это не влияет на качество телефона, продавцу спасибо!",15 мая 2018 в 17:34,True,1
411,"Телефон получила ещё в пятницу и всё это время проверяла, смотрела будет ли лагать но всё отлично телефон работает без лагов. Буду ещё смотреть телефон что бы купить",20 мая 2018 в 18:52,True,1
412,Очень достойный телефон на андроиде хочу сказать вам. Советую,21 мая 2018 в 11:31,True,1
413,"В этот раз чехол положили, а к стате тот тогда отравили другой посылкой так что притензий нету всем доволен.",21 мая 2018 в 14:16,True,1
414,"телефончик супер не как не нарадуюсь покупке, а больше радует так это цена, удачи вам ребятки в вашем деле.",24 мая 2018 в 8:57,True,1
415,"Забрала сегодня после работы. Как и обещали выслали в день заказа, в полной комплектации)) Сейчас работают отлично, посмотрим как будет дальше ",25 мар 2018 в 20:18,True,1
